service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12773238,0,0,0,0,0,0,0,20191101,20191228
3039895,0,0,0,0,0,0,0,20191109,20191109
2773238,0,0,0,0,0,0,0,20191031,20191227
2773225,0,0,0,0,0,0,0,20191101,20191110
12773231,0,0,0,0,0,0,0,20191231,20191231
13039895,0,0,0,0,0,0,0,20191110,20191110
2773237,0,0,0,0,0,0,0,20191231,20191231
12773230,0,0,0,0,0,0,0,20191030,20191227
2773227,0,0,0,0,0,0,0,20191104,20191219
2773226,0,0,0,0,0,0,0,20191103,20191229
12773232,0,0,0,0,0,0,0,20191103,20191229
12773234,0,0,0,0,0,0,0,20191109,20191221
12773237,0,0,0,0,0,0,0,20200101,20200101
12773227,0,0,0,0,0,0,0,20191105,20191220
2773230,0,0,0,0,0,0,0,20191029,20191226
2773231,0,0,0,0,0,0,0,20191230,20191230
2773232,0,0,0,0,0,0,0,20191102,20191228
2773234,0,0,0,0,0,0,0,20191108,20191220
12773225,0,0,0,0,0,0,0,20191102,20191111
12773226,0,0,0,0,0,0,0,20191104,20191230
