service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
13000156,0,0,0,0,0,0,0,20191102,20191111
13000153,0,0,0,0,0,0,0,20191109,20191214
13000154,0,0,0,0,0,0,0,20191101,20191101
13000151,0,0,0,0,0,0,0,20191103,20191229
3000151,0,0,0,0,0,0,0,20191102,20191228
3000153,0,0,0,0,0,0,0,20191108,20191213
13048428,0,0,0,0,0,0,0,20191104,20191230
13000159,0,0,0,0,0,0,0,20191030,20191031
13048429,0,0,0,0,0,0,0,20191217,20191220
3048429,0,0,0,0,0,0,0,20191216,20191219
13000158,0,0,0,0,0,0,0,20191105,20191213
3048428,0,0,0,0,0,0,0,20191103,20191229
3048430,0,0,0,0,0,0,0,20191223,20191230
3048431,0,0,0,0,0,0,0,20191109,20191214
3048432,0,0,0,0,0,0,0,20191220,20191220
3000146,0,0,0,0,0,0,0,20191101,20191110
3000148,0,0,0,0,0,0,0,20191104,20191212
3000149,0,0,0,0,0,0,0,20191029,20191030
13048435,0,0,0,0,0,0,0,20191217,20191220
13000164,0,0,0,0,0,0,0,20191101,20191101
13048434,0,0,0,0,0,0,0,20191104,20191230
13048433,0,0,0,0,0,0,0,20191225,20200101
13048432,0,0,0,0,0,0,0,20191221,20191221
3000163,0,0,0,0,0,0,0,20191108,20191213
13048431,0,0,0,0,0,0,0,20191110,20191215
3000164,0,0,0,0,0,0,0,20191031,20191031
13000161,0,0,0,0,0,0,0,20191103,20191229
13048430,0,0,0,0,0,0,0,20191224,20191231
3000161,0,0,0,0,0,0,0,20191102,20191228
13000163,0,0,0,0,0,0,0,20191109,20191214
3048436,0,0,0,0,0,0,0,20191223,20191230
13000146,0,0,0,0,0,0,0,20191102,20191111
3048435,0,0,0,0,0,0,0,20191216,20191219
3048434,0,0,0,0,0,0,0,20191103,20191229
13000148,0,0,0,0,0,0,0,20191105,20191213
3048433,0,0,0,0,0,0,0,20191224,20191231
13000149,0,0,0,0,0,0,0,20191030,20191031
13048439,0,0,0,0,0,0,0,20191225,20200101
13048438,0,0,0,0,0,0,0,20191221,20191221
3048439,0,0,0,0,0,0,0,20191224,20191231
13048437,0,0,0,0,0,0,0,20191110,20191215
3048438,0,0,0,0,0,0,0,20191220,20191220
13048436,0,0,0,0,0,0,0,20191224,20191231
3048437,0,0,0,0,0,0,0,20191109,20191214
3000156,0,0,0,0,0,0,0,20191101,20191110
3000154,0,0,0,0,0,0,0,20191031,20191031
3000159,0,0,0,0,0,0,0,20191029,20191030
3000158,0,0,0,0,0,0,0,20191104,20191212
