service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
12773340,0,0,0,0,0,0,0,20191225,20200101
2773339,0,0,0,0,0,0,0,20191031,20191220
2773338,0,0,0,0,0,0,0,20191101,20191228
12773335,0,0,0,0,0,0,0,20191104,20191230
2773337,0,0,0,0,0,0,0,20191223,20191230
12773336,0,0,0,0,0,0,0,20191030,20191220
2773336,0,0,0,0,0,0,0,20191029,20191219
2773335,0,0,0,0,0,0,0,20191103,20191229
12773339,0,0,0,0,0,0,0,20191101,20191221
12773337,0,0,0,0,0,0,0,20191224,20191231
12773338,0,0,0,0,0,0,0,20191102,20191229
2773340,0,0,0,0,0,0,0,20191224,20191231
